2025.08.06 18:18:00;3354.556063;3354.731919;3354.431675;3354.609244;1229
2025.08.06 18:33:00;3352.208732;3353.054356;3351.403360;3352.766200;575
2025.08.06 18:48:00;3355.170278;3355.607032;3353.019067;3355.518024;1065
2025.08.06 19:03:00;3357.851381;3359.012927;3357.802387;3358.316524;882
2025.08.06 19:18:00;3358.770017;3358.891524;3357.317251;3358.374316;924
2025.08.06 19:33:00;3358.632881;3360.059083;3357.185295;3359.815675;1924
2025.08.06 19:48:00;3358.729521;3359.661890;3358.341334;3358.409971;1805
2025.08.06 20:03:00;3359.504402;3359.682416;3359.142789;3359.661089;791
2025.08.06 20:18:00;3360.971739;3361.082095;3360.853692;3360.951499;1354
2025.08.06 20:33:00;3357.061813;3358.177283;3355.507238;3356.447937;1033
2025.08.06 20:48:00;3354.726814;3355.899771;3353.909045;3355.744899;1149
2025.08.06 21:03:00;3356.081006;3357.989640;3355.626186;3356.462338;1452
2025.08.06 21:18:00;3356.562541;3357.519716;3356.145198;3356.615041;580
2025.08.06 21:33:00;3359.564971;3359.947679;3359.431902;3359.836659;1613
2025.08.06 21:48:00;3362.116827;3362.901869;3361.917649;3362.758036;531
2025.08.06 22:03:00;3358.838412;3359.294104;3357.911584;3359.130730;1650
2025.08.06 22:18:00;3360.161701;3360.223530;3360.038607;3360.109049;1711
2025.08.06 22:33:00;3360.880755;3362.563493;3359.419818;3362.257787;1878
2025.08.06 22:48:00;3362.379835;3363.003541;3361.704573;3362.882609;1584
2025.08.06 23:03:00;3363.644428;3365.095145;3363.560984;3364.490076;1652
2025.08.06 23:18:00;3361.941409;3363.010694;3361.519207;3361.790150;1160
2025.08.06 23:33:00;3362.971457;3363.707009;3361.959260;3363.524877;1658
2025.08.06 23:48:00;3362.914111;3364.378625;3362.038666;3364.018633;1398
2025.08.07 00:03:00;3360.044492;3361.538009;3358.595564;3359.614791;934
2025.08.07 00:18:00;3356.763978;3357.606427;3356.594489;3357.099836;1844
2025.08.07 00:33:00;3356.427860;3356.988180;3356.078361;3356.335708;811
2025.08.07 00:48:00;3354.238126;3354.735921;3353.774155;3354.445906;1041
2025.08.07 01:03:00;3355.064067;3355.715708;3354.467852;3354.476177;1676
