2025.08.06 18:18:00;3353.465437;3353.793989;3352.569073;3353.556501;1598
2025.08.06 22:18:00;3350.691950;3353.662225;3344.101599;3352.695856;1574
2025.08.07 02:18:00;3355.101776;3358.439270;3354.811348;3356.840780;1398
2025.08.07 06:18:00;3345.236858;3347.247095;3340.269537;3345.938385;1189
2025.08.07 10:18:00;3350.074995;3355.142716;3338.206050;3348.195189;608
2025.08.07 14:18:00;3340.870511;3345.832007;3340.511788;3341.219029;1138
2025.08.07 18:18:00;3327.828609;3336.729260;3325.542279;3334.431254;1600
2025.08.07 22:18:00;3322.876626;3327.777828;3320.670812;3325.712937;1782
2025.08.08 02:18:00;3331.082836;3337.665990;3330.909636;3335.510997;1829
2025.08.08 06:18:00;3336.569134;3336.785946;3332.999625;3334.956557;568
2025.08.08 10:18:00;3339.562286;3340.638226;3339.449177;3340.296194;1896
2025.08.08 14:18:00;3340.434767;3345.413453;3336.470121;3340.862066;1511
2025.08.08 18:18:00;3341.656024;3343.533158;3339.009450;3341.674746;1358
2025.08.08 22:18:00;3327.207580;3328.598372;3325.593300;3327.021316;1383
2025.08.09 02:18:00;3333.969886;3336.319783;3332.922078;3335.979351;878
2025.08.09 06:18:00;3336.944339;3338.212496;3335.599555;3336.268624;1537
2025.08.09 10:18:00;3336.457158;3344.645907;3336.400811;3341.640325;1688
2025.08.09 14:18:00;3338.260664;3339.125691;3333.172571;3338.959072;570
2025.08.09 18:18:00;3340.087158;3341.934112;3330.593463;3335.228723;1634
2025.08.09 22:18:00;3327.295681;3329.641547;3322.421889;3328.519885;534
2025.08.10 02:18:00;3324.282218;3334.125614;3323.633610;3329.890807;1571
2025.08.10 06:18:00;3313.669123;3315.501394;3313.666334;3314.612204;1771
2025.08.10 10:18:00;3318.557505;3324.654229;3314.273998;3317.078123;729
2025.08.10 14:18:00;3309.905178;3310.142370;3305.536373;3307.275744;1451
2025.08.10 18:18:00;3305.987134;3309.125608;3305.458374;3308.542711;513
2025.08.10 22:18:00;3307.009750;3312.663051;3300.539028;3302.155243;799
2025.08.11 02:18:00;3290.621586;3293.366153;3284.258453;3291.199041;1493
2025.08.11 06:18:00;3291.145131;3298.446508;3289.679904;3297.902756;621
2025.08.11 10:18:00;3307.070629;3307.245834;3304.569678;3304.909886;1306
2025.08.11 14:18:00;3323.094925;3327.696247;3320.210847;3323.152423;982
2025.08.11 18:18:00;3311.911604;3315.357591;3309.889240;3315.286464;799
2025.08.11 22:18:00;3322.079331;3322.818494;3316.421876;3321.663299;1389
2025.08.12 02:18:00;3324.490242;3326.346909;3322.034272;3323.123797;1233
2025.08.12 06:18:00;3318.559844;3322.424569;3317.247851;3320.567737;847
2025.08.12 10:18:00;3308.221876;3317.651318;3306.956147;3312.072146;1966
2025.08.12 14:18:00;3312.403275;3312.754491;3310.650703;3310.683996;843
2025.08.12 18:18:00;3304.772280;3305.517032;3300.276103;3301.797907;1784
2025.08.12 22:18:00;3304.790251;3312.605476;3304.344116;3309.450671;1387
2025.08.13 02:18:00;3313.514180;3313.546207;3307.540066;3311.218855;1610
2025.08.13 06:18:00;3315.013625;3317.179909;3311.165464;3311.603581;1150
2025.08.13 10:18:00;3298.311732;3303.202203;3297.976090;3303.167708;533
2025.08.13 14:18:00;3293.621154;3294.192880;3285.666926;3287.784088;1374
